ms_subclass,ms_zoning,lot_area,lot_shape,land_contour,lot_config,neighborhood,bldg_type,house_style,overall_qual,overall_cond,year_remod_add,roof_style,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmt_unf_sf,heating_qc,electrical,1st_flr_sf,2nd_flr_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_qual,fireplaces,garage_type,garage_finish,garage_area,paved_drive,wood_deck_sf,mo_sold,sale_type,saleprice,pool,porch,age
20,RL,10400,3,Lvl,Inside,NWAmes,1Fam,1Story,7,5,1988,Gable,Wd Sdng,Wd Sdng,BrkFace,102.0,3,3,CBlock,4,3,3,6,929.0,916.0,4,4,1872,0,1872,0,1,2,0,3,3,1,Attchd,3,604.0,2,197,6,WD ,241500,0,1,18
50,RL,15564,3,Lvl,Inside,Crawfor,1Fam,1.5Fin,6,6,1995,Gable,Wd Sdng,Wd Shng,None,0.0,3,3,BrkTil,4,3,1,1,0.0,676.0,5,4,676,588,1264,0,0,1,0,3,3,0,Detchd,1,400.0,2,424,1,WD ,147500,0,0,94
60,RL,13543,2,HLS,Corner,StoneBr,1Fam,2Story,8,5,2005,Gable,VinylSd,VinylSd,Stone,130.0,4,3,PConc,5,3,4,6,16.0,1152.0,5,4,1168,1332,2500,0,0,3,1,5,5,1,BuiltIn,3,683.0,2,192,7,WD ,355000,0,1,3
45,RM,6130,3,Lvl,Inside,BrkSide,1Fam,1.5Unf,5,6,1950,Gable,MetalSd,MetalSd,None,0.0,3,3,BrkTil,3,3,1,5,784.0,0.0,4,4,784,0,784,1,0,1,0,2,4,0,NA,0,0.0,2,0,5,WD ,109500,0,1,84
30,RM,5925,3,Lvl,Corner,OldTown,1Fam,1Story,2,4,1950,Gable,MetalSd,MetalSd,None,0.0,3,4,BrkTil,0,0,0,0,0.0,0.0,2,3,612,0,612,0,0,1,0,1,3,0,Detchd,1,308.0,0,0,10,WD ,45000,0,1,69
70,RL,24090,3,Lvl,Inside,ClearCr,1Fam,2Story,7,7,1950,Gable,MetalSd,MetalSd,None,0.0,3,4,CBlock,3,3,2,1,0.0,1032.0,5,4,1207,1196,2403,0,0,2,0,4,3,2,Attchd,1,349.0,2,56,6,COD,244400,0,1,70
20,RL,9600,3,Lvl,Inside,NAmes,1Fam,1Story,6,5,1953,Hip,HdBoard,HdBoard,Stone,238.0,3,3,CBlock,3,3,1,6,1285.0,131.0,3,4,1644,0,1644,1,0,1,0,3,3,2,Attchd,3,418.0,2,110,10,WD ,167000,0,0,56
60,RL,8158,3,Lvl,Inside,CollgCr,1Fam,2Story,7,5,2002,Gable,VinylSd,VinylSd,BrkFace,214.0,4,3,PConc,4,3,1,1,0.0,860.0,5,4,860,869,1729,0,0,2,1,3,4,0,Attchd,3,542.0,2,386,8,WD ,200000,0,1,5
30,RL,5220,2,Lvl,Inside,SWISU,1Fam,1Story,5,3,1950,Gable,Wd Sdng,Wd Shng,None,0.0,3,3,BrkTil,3,3,1,1,0.0,830.0,4,4,879,0,879,0,0,1,0,2,3,0,Detchd,1,180.0,1,0,1,WD ,80000,0,1,70
20,RL,8172,3,Lvl,Inside,Edwards,1Fam,1Story,5,7,1990,Hip,WdShing,Plywood,None,0.0,3,3,CBlock,3,3,1,3,167.0,697.0,3,4,864,0,864,1,0,1,0,2,3,0,Detchd,1,572.0,0,0,4,WD ,115000,0,0,51
20,RL,9000,3,Lvl,Inside,NAmes,1Fam,1Story,6,5,1956,Gable,Wd Sdng,Wd Sdng,BrkFace,74.0,3,3,CBlock,4,3,1,2,616.0,580.0,4,3,1196,0,1196,1,0,1,0,2,3,1,Attchd,2,297.0,2,0,5,WD ,139000,0,1,52
60,RL,7844,3,Lvl,Inside,Sawyer,1Fam,2Story,6,7,1978,Hip,HdBoard,HdBoard,BrkFace,203.0,3,3,CBlock,3,3,1,5,209.0,463.0,3,4,672,728,1400,0,0,1,1,3,3,1,Attchd,3,440.0,2,0,3,WD ,149500,0,0,28
70,RL,9084,3,Lvl,Inside,Edwards,1Fam,2Story,4,5,1950,Gable,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,2,1,0.0,755.0,3,4,755,755,1510,1,0,1,0,4,3,1,Detchd,1,296.0,1,120,10,WD ,108000,0,0,69
190,RL,10800,3,Lvl,Inside,OldTown,2fmCon,2Story,4,7,2000,Gable,MetalSd,MetalSd,None,0.0,3,3,BrkTil,0,0,0,0,0.0,0.0,3,3,694,600,1294,0,0,2,0,3,3,0,NA,0,0.0,0,220,8,WD ,106250,0,1,108
20,RL,8556,3,Lvl,Inside,CollgCr,1Fam,1Story,7,5,2006,Gable,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,3,1,0.0,1240.0,5,4,1240,0,1240,0,0,2,0,2,4,0,Attchd,2,826.0,2,140,5,WD ,194000,0,1,1
20,RL,9100,3,Lvl,Inside,Sawyer,1Fam,1Story,5,4,1962,Hip,Wd Sdng,Wd Sdng,BrkFace,51.0,3,3,CBlock,3,3,1,2,36.0,952.0,5,4,988,0,988,1,0,1,0,3,3,0,Detchd,1,624.0,2,0,7,WD ,129500,0,0,44
90,RL,8668,3,Lvl,Corner,NAmes,Duplex,1Story,5,5,1968,Gable,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,1,1,0.0,1560.0,3,4,1560,0,1560,0,0,2,0,4,3,0,Detchd,1,792.0,2,0,5,WD ,126000,0,0,39
20,RL,11767,3,Lvl,Inside,Edwards,1Fam,1Story,5,5,1950,Gable,MetalSd,MetalSd,None,0.0,3,3,CBlock,2,3,2,3,1078.0,0.0,3,3,1368,0,1368,1,0,1,0,3,3,0,Attchd,2,195.0,2,0,6,WD ,120000,0,1,59
20,RL,8400,3,Lvl,Inside,CollgCr,1Fam,1Story,7,5,2005,Gable,VinylSd,VinylSd,BrkFace,109.0,4,3,PConc,4,3,3,6,712.0,761.0,5,4,1484,0,1484,1,0,2,0,3,4,0,Attchd,2,606.0,2,0,5,WD ,213000,0,1,6
120,RL,3874,2,Lvl,Inside,Greens,TwnhsE,1Story,8,5,1980,Gable,Wd Sdng,Wd Sdng,None,0.0,4,3,CBlock,4,3,4,6,807.0,419.0,3,4,1226,0,1226,1,0,1,0,1,4,1,Attchd,3,484.0,2,133,7,WD ,190000,0,1,26
20,RL,8076,2,Lvl,Inside,Gilbert,1Fam,1Story,6,6,1994,Gable,HdBoard,HdBoard,BrkFace,112.0,3,3,PConc,4,3,1,6,705.0,455.0,4,4,1169,0,1169,0,1,2,0,3,3,1,Attchd,3,402.0,2,0,7,WD ,183500,0,1,13
80,RL,10090,2,Lvl,Inside,NAmes,1Fam,SLvl,7,5,1999,Gable,Plywood,Plywood,BrkFace,364.0,3,3,CBlock,3,3,3,3,242.0,0.0,3,4,1035,616,1651,0,1,2,0,4,3,2,BuiltIn,1,276.0,2,460,10,WD ,172000,0,1,44
20,RL,8877,3,Lvl,Inside,Edwards,1Fam,1Story,4,6,1958,Gable,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,2,5,690.0,126.0,5,4,816,0,816,1,0,1,0,2,3,1,Detchd,1,288.0,2,0,5,WD ,100000,0,0,71
20,RL,11058,3,Lvl,Corner,CollgCr,1Fam,1Story,7,6,2007,Gable,VinylSd,VinylSd,Stone,212.0,4,3,PConc,4,3,1,6,56.0,1508.0,5,4,1564,0,1564,0,0,2,0,3,4,0,Attchd,2,814.0,2,0,2,WD ,218836,0,1,1
190,RM,10800,3,Lvl,Inside,OldTown,2fmCon,1.5Fin,6,7,2000,Gable,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,2,3,1,1,0.0,482.0,5,4,1221,691,1912,0,0,2,0,3,3,1,Detchd,1,672.0,2,0,4,WD ,163000,0,1,103
20,RL,10936,2,Lvl,Inside,Gilbert,1Fam,1Story,7,5,2006,Gable,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,3,1,0.0,1510.0,5,4,1525,0,1525,0,0,2,1,3,4,1,Attchd,2,534.0,2,100,4,New,206580,0,1,1
60,RL,8461,3,Lvl,Inside,CollgCr,1Fam,2Story,6,5,2006,Gable,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,1,0.0,728.0,5,4,728,728,1456,0,0,2,1,3,4,1,Attchd,3,390.0,2,0,7,New,163990,0,1,1
70,RM,7518,3,Lvl,FR3,IDOTRR,1Fam,2Story,5,8,2004,Gable,AsbShng,Plywood,None,0.0,2,4,BrkTil,2,2,1,1,0.0,396.0,4,4,665,665,1330,0,0,1,0,3,3,0,Detchd,1,390.0,0,0,7,WD ,116500,0,1,96
60,RL,8010,2,Lvl,Inside,Gilbert,1Fam,2Story,7,5,2003,Gable,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,1,0.0,840.0,5,4,840,880,1720,0,0,2,1,3,4,1,BuiltIn,3,400.0,2,138,7,WD ,188000,0,1,6
85,RL,10050,2,Lvl,Inside,NAmes,1Fam,SFoyer,5,6,1966,Gable,HdBoard,HdBoard,BrkFace,87.0,3,3,CBlock,3,3,3,6,602.0,191.0,5,4,1280,0,1280,0,1,2,0,3,3,1,Basment,3,432.0,2,140,6,WD ,175000,0,1,41
120,RL,4740,2,Lvl,Inside,StoneBr,TwnhsE,1Story,8,5,1988,Gable,CemntBd,CmentBd,None,0.0,4,3,CBlock,4,3,4,6,248.0,918.0,4,4,1179,0,1179,1,0,2,0,2,3,0,Attchd,2,480.0,2,0,10,WD ,182000,0,1,19
30,RM,6978,3,Bnk,Inside,OldTown,1Fam,1Story,5,7,1980,Gable,MetalSd,MetalSd,None,0.0,4,4,BrkTil,3,3,1,1,0.0,850.0,3,4,960,0,960,0,0,1,0,2,3,0,Detchd,2,576.0,2,0,4,WD ,103000,0,1,81
20,RL,11400,3,Lvl,Inside,NoRidge,1Fam,1Story,10,5,2002,Hip,VinylSd,VinylSd,BrkFace,705.0,5,3,PConc,5,3,4,6,1282.0,1351.0,5,4,2633,0,2633,1,0,2,1,2,5,2,Attchd,2,804.0,2,314,3,WD ,466500,0,1,6
20,RL,9240,2,Lvl,Inside,NAmes,1Fam,1Story,6,8,1998,Hip,MetalSd,MetalSd,None,0.0,4,3,CBlock,3,3,1,5,708.0,280.0,3,4,988,0,988,1,0,2,0,3,4,0,Attchd,1,297.0,2,156,6,WD ,149500,0,0,50
120,RL,2304,3,Lvl,Inside,NPkVill,Twnhs,1Story,7,7,1978,Gable,Plywood,Brk Cmn,None,0.0,3,3,CBlock,4,3,1,6,632.0,423.0,3,4,1055,0,1055,0,0,2,0,2,3,0,Attchd,1,319.0,2,108,4,WD ,142500,0,1,29
30,RL,7223,3,Lvl,Inside,Crawfor,1Fam,1Story,5,5,1950,Hip,Stucco,Plywood,None,0.0,3,3,PConc,3,3,2,4,319.0,971.0,3,4,1422,0,1422,0,0,1,0,3,3,0,Detchd,1,352.0,2,0,4,WD ,136500,0,1,81
160,RH,3612,2,Lvl,Inside,Landmrk,Twnhs,2Story,6,5,1994,Gable,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,1,6,338.0,292.0,5,4,630,690,1320,0,0,2,1,3,3,0,Detchd,1,484.0,2,0,6,WD ,137000,0,1,13
20,RL,12680,2,Lvl,Inside,NWAmes,1Fam,1Story,7,6,1988,Gable,Plywood,Wd Sdng,BrkFace,102.0,4,3,CBlock,4,4,2,6,983.0,692.0,5,4,1688,0,1688,1,0,2,0,2,5,1,Attchd,2,528.0,2,0,6,WD ,226500,0,1,20
20,RL,10176,3,Lvl,Inside,Gilbert,1Fam,1Story,7,5,1990,Gable,HdBoard,HdBoard,None,0.0,3,3,PConc,4,3,4,6,637.0,663.0,4,4,1341,0,1341,1,0,1,1,2,4,1,Attchd,1,506.0,2,192,2,WD ,171500,0,0,20
80,RL,10780,2,Lvl,Inside,CollgCr,1Fam,SLvl,5,5,1976,Gable,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,3,5,483.0,428.0,4,4,954,0,954,0,0,1,0,3,3,0,Detchd,1,576.0,2,0,7,WD ,132500,0,0,30
90,RL,8544,3,Lvl,Inside,NAmes,Duplex,1Story,3,4,1950,Gable,Stucco,Stucco,BrkFace,340.0,3,3,Slab,0,0,0,0,0.0,0.0,2,3,1040,0,1040,0,0,2,0,2,3,0,Detchd,1,400.0,2,0,5,WD ,87500,0,0,57
60,FV,10646,2,Lvl,Corner,Somerst,1Fam,2Story,7,5,2001,Gable,VinylSd,VinylSd,BrkFace,513.0,3,3,PConc,3,3,1,6,681.0,177.0,5,4,872,917,1789,1,0,2,1,3,3,1,Attchd,3,546.0,2,0,6,WD ,223000,0,0,7
20,RL,8400,3,Lvl,Inside,NAmes,1Fam,1Story,6,9,2005,Gable,Wd Sdng,Wd Sdng,BrkFace,237.0,4,4,CBlock,3,3,1,1,0.0,1319.0,3,4,1537,0,1537,1,0,1,1,3,4,1,Attchd,2,462.0,2,0,7,COD,174000,0,1,46
20,RL,15428,3,Lvl,Inside,NAmes,1Fam,1Story,5,6,1991,Hip,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,1,3,741.0,143.0,5,4,884,0,884,1,0,1,0,2,3,0,Attchd,3,270.0,2,0,6,WD ,142000,0,1,55
20,FV,11216,3,Lvl,Inside,Somerst,1Fam,1Story,8,5,2006,Gable,VinylSd,VinylSd,None,0.0,4,3,PConc,4,4,1,1,0.0,1489.0,5,4,1489,0,1489,0,0,2,0,3,4,1,Attchd,2,776.0,2,0,6,New,232600,0,1,0
20,RL,10140,3,Lvl,Inside,NWAmes,1Fam,1Story,6,6,1999,Hip,HdBoard,HdBoard,BrkFace,99.0,3,3,CBlock,3,3,1,5,663.0,0.0,2,4,1309,0,1309,1,0,1,1,3,4,1,Attchd,2,484.0,2,265,1,WD ,181000,1,0,32
160,RM,3964,3,Lvl,Inside,MeadowV,TwnhsE,2Story,6,4,1973,Gable,CemntBd,CmentBd,None,0.0,3,3,CBlock,4,3,1,5,837.0,105.0,4,4,1291,1230,2521,1,0,2,1,5,3,1,Attchd,3,576.0,2,728,6,WD ,151400,0,1,33
20,RL,11428,2,Lvl,Inside,NridgHt,1Fam,1Story,8,5,2006,Gable,VinylSd,VinylSd,Stone,248.0,4,3,PConc,4,3,1,1,0.0,1626.0,5,4,1634,0,1634,0,0,2,0,3,4,1,Attchd,2,866.0,2,0,5,WD ,250000,0,1,1
60,RL,10421,3,Lvl,Inside,NWAmes,1Fam,2Story,7,5,1988,Gable,HdBoard,HdBoard,BrkFace,42.0,3,3,CBlock,4,3,1,6,394.0,586.0,3,4,980,734,1714,0,0,2,1,3,3,1,Attchd,1,496.0,2,228,3,WD ,196500,0,1,22
75,RM,13500,3,Lvl,Corner,OldTown,1Fam,2.5Unf,7,8,1987,Gable,Wd Sdng,Wd Sdng,None,0.0,3,4,PConc,3,3,1,1,0.0,819.0,3,3,1312,1142,2454,0,0,2,0,3,3,1,Attchd,1,576.0,0,0,2,WD ,185000,0,1,128
20,RL,9000,3,Lvl,Inside,NWAmes,1Fam,1Story,6,5,1969,Gable,HdBoard,HdBoard,BrkFace,200.0,3,3,CBlock,3,3,3,4,955.0,261.0,3,4,1216,0,1216,1,0,1,0,3,3,0,Attchd,1,336.0,2,0,8,WD ,113000,0,0,40
20,RL,8089,3,HLS,Inside,StoneBr,1Fam,1Story,8,6,2007,Gable,MetalSd,MetalSd,BrkFace,0.0,4,3,PConc,4,3,3,6,945.0,474.0,5,4,1419,0,1419,1,0,2,0,2,4,1,Attchd,2,567.0,2,140,10,New,392000,0,0,0
90,RL,9400,2,Lvl,CulDSac,Edwards,Duplex,SFoyer,6,5,1975,Flat,WdShing,Plywood,BrkFace,250.0,3,3,CBlock,4,4,4,6,945.0,0.0,3,4,980,0,980,0,2,2,0,4,3,0,NA,0,0.0,2,0,10,WD ,127500,0,0,31
160,FV,2117,3,Lvl,Inside,Somerst,Twnhs,2Story,6,5,2000,Gable,MetalSd,MetalSd,BrkFace,216.0,4,3,PConc,4,3,1,6,417.0,339.0,5,4,769,804,1573,0,0,2,1,3,4,0,Detchd,1,440.0,2,0,9,WD ,177000,0,1,7
60,FV,10625,3,Lvl,Inside,Somerst,1Fam,2Story,6,5,2004,Gable,VinylSd,VinylSd,BrkFace,353.0,4,3,PConc,4,3,3,1,0.0,1158.0,5,4,1158,1285,2443,0,0,2,1,4,4,1,BuiltIn,2,744.0,2,193,6,WD ,265000,0,1,3
60,FV,8413,2,Lvl,Inside,Somerst,1Fam,2Story,8,5,1998,Gable,VinylSd,VinylSd,None,0.0,4,4,PConc,5,3,2,6,901.0,319.0,5,4,1220,1142,2362,1,0,2,1,3,4,2,Attchd,2,1105.0,2,147,6,WD ,312500,0,1,9
75,RM,13500,3,Lvl,Inside,OldTown,1Fam,2.5Unf,10,9,2000,Gable,Wd Sdng,Wd Sdng,None,0.0,5,5,BrkTil,3,3,1,1,0.0,1237.0,4,4,1521,1254,2775,0,0,3,1,3,4,1,Detchd,1,880.0,2,105,7,WD ,325000,0,1,115
20,RL,15676,2,Low,Inside,Veenker,1Fam,1Story,8,8,1980,Gable,VinylSd,VinylSd,BrkFace,115.0,4,4,CBlock,4,4,4,5,1733.0,189.0,4,4,2014,0,2014,1,0,2,0,2,4,2,Attchd,2,864.0,2,462,4,WD ,275000,0,1,29
60,RL,9950,2,Lvl,Inside,NoRidge,1Fam,2Story,7,5,1995,Gable,VinylSd,VinylSd,BrkFace,290.0,4,3,PConc,4,3,1,6,565.0,638.0,5,4,1214,1306,2520,0,0,2,1,4,4,1,Attchd,2,721.0,2,224,6,WD ,290000,0,1,12
20,RL,15410,2,Lvl,CulDSac,Sawyer,1Fam,1Story,6,6,2002,Hip,Plywood,Plywood,BrkCmn,250.0,3,4,CBlock,3,3,4,4,126.0,223.0,5,4,1494,0,1494,1,0,2,0,3,3,2,Attchd,3,461.0,2,296,4,WD ,169000,0,1,36
30,RM,6000,3,Lvl,Inside,BrkSide,1Fam,1Story,5,7,1950,Gable,Wd Sdng,Wd Shng,None,0.0,3,3,CBlock,3,3,1,2,616.0,0.0,4,4,616,0,616,0,0,1,0,2,3,0,Detchd,1,205.0,2,0,6,WD ,89000,0,1,85
60,RL,8402,2,Lvl,Inside,Gilbert,1Fam,2Story,6,5,1998,Gable,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,1,1,0.0,789.0,4,4,789,676,1465,0,0,2,1,3,3,1,Attchd,3,393.0,2,0,5,WD ,180400,0,1,12
20,RL,10655,2,Lvl,Inside,NridgHt,1Fam,1Story,8,5,2004,Gable,VinylSd,VinylSd,BrkFace,296.0,4,3,PConc,4,3,1,6,1124.0,1603.0,5,4,1629,0,1629,1,0,2,0,3,4,1,Attchd,2,880.0,2,0,10,WD ,284000,0,0,6
20,RL,10150,3,Lvl,Inside,NAmes,1Fam,1Story,5,5,1958,Gable,Wd Sdng,Wd Sdng,None,1.0,3,3,CBlock,3,3,1,3,456.0,456.0,5,3,912,0,912,0,0,1,0,2,3,0,Attchd,2,275.0,2,0,7,COD,114500,0,0,49
20,RL,10084,3,Lvl,Inside,CollgCr,1Fam,1Story,7,5,2006,Gable,VinylSd,VinylSd,BrkFace,196.0,4,3,PConc,4,3,3,6,24.0,1528.0,5,4,1552,0,1552,0,0,2,0,3,4,0,Attchd,2,782.0,2,144,7,New,212900,0,1,1
20,RL,16285,1,Lvl,Inside,CollgCr,1Fam,1Story,7,5,2002,Gable,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,1,0.0,1413.0,5,4,1430,0,1430,0,0,2,0,3,4,0,Attchd,2,605.0,2,0,6,WD ,187100,0,1,8
160,FV,3230,3,Lvl,Corner,Somerst,TwnhsE,2Story,6,5,1999,Gable,MetalSd,MetalSd,BrkFace,1129.0,3,3,PConc,4,3,1,6,419.0,310.0,4,4,729,729,1458,0,0,2,1,2,3,1,Detchd,1,440.0,2,0,6,WD ,176000,0,1,8
20,RL,21579,2,Lvl,CulDSac,Crawfor,1Fam,1Story,6,6,1968,Hip,HdBoard,BrkFace,None,0.0,3,3,PConc,4,3,1,4,813.0,675.0,5,4,1488,0,1488,0,1,2,0,3,3,2,Attchd,2,552.0,2,0,9,CWD,215000,0,1,39
60,RL,8320,3,Lvl,Inside,CollgCr,1Fam,2Story,7,5,2004,Gable,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,6,490.0,280.0,5,4,770,812,1582,0,0,2,1,3,4,0,Attchd,2,520.0,2,0,9,WD ,185900,0,1,4
20,RL,6960,3,Lvl,Inside,NAmes,1Fam,1Story,4,6,1970,Gable,HdBoard,Plywood,None,0.0,3,3,CBlock,3,3,1,5,375.0,250.0,3,4,864,0,864,0,0,1,0,3,4,0,Detchd,1,660.0,2,96,11,WD ,120500,0,0,39
60,RL,21930,0,Lvl,Inside,Gilbert,1Fam,2Story,5,5,2005,Gable,VinylSd,VinylSd,None,0.0,4,3,PConc,4,4,3,1,0.0,732.0,5,4,734,1104,1838,0,0,2,1,4,3,1,BuiltIn,3,372.0,2,100,7,WD ,192140,0,1,1
20,RL,6600,3,Lvl,Inside,Mitchel,1Fam,1Story,5,9,2008,Gable,VinylSd,VinylSd,None,0.0,4,4,CBlock,3,3,1,5,641.0,175.0,5,4,816,0,816,0,1,1,0,3,4,1,Attchd,1,264.0,2,0,10,WD ,130500,0,0,26
50,RL,8405,3,Lvl,Inside,Edwards,1Fam,1.5Fin,4,3,1950,Gable,WdShing,Wd Shng,None,0.0,3,3,Slab,0,0,0,0,0.0,0.0,3,2,1088,441,1529,0,0,2,0,4,3,0,Detchd,1,240.0,0,92,4,WD ,98000,0,1,64
20,RL,11778,3,Lvl,Inside,CollgCr,1Fam,1Story,9,5,2008,Hip,VinylSd,VinylSd,Stone,554.0,4,3,PConc,4,3,4,6,2085.0,186.0,5,4,2276,0,2276,1,0,2,0,3,5,2,Attchd,2,1348.0,2,0,6,WD ,475000,0,1,0
30,RM,8967,3,Lvl,Corner,IDOTRR,1Fam,1Story,5,2,1950,Gable,MetalSd,MetalSd,None,0.0,3,2,BrkTil,2,1,1,1,0.0,961.0,4,0,1077,0,1077,0,0,1,0,2,3,0,Detchd,1,338.0,0,0,11,WD ,67000,0,0,87
60,RL,10562,3,Lvl,Inside,NridgHt,1Fam,2Story,8,5,2007,Gable,VinylSd,VinylSd,Stone,300.0,4,3,PConc,5,3,1,6,1288.0,294.0,5,4,1610,551,2161,1,0,1,1,3,5,1,Attchd,3,789.0,2,178,11,New,325624,0,1,0
20,RL,12864,2,Lvl,CulDSac,Mitchel,1Fam,1Story,7,5,2002,Gable,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,6,1392.0,17.0,5,4,1409,0,1409,1,0,1,1,1,4,1,Attchd,2,576.0,2,0,7,WD ,245000,0,1,5
20,RL,13695,3,Lvl,Inside,SawyerW,1Fam,1Story,5,5,2004,Gable,VinylSd,VinylSd,None,0.0,3,3,PConc,3,3,1,6,646.0,468.0,5,4,1114,0,1114,1,0,1,1,3,4,0,Detchd,1,576.0,2,0,6,WD ,159000,0,1,4
20,RL,10289,3,Lvl,Inside,NAmes,1Fam,1Story,5,7,1965,Hip,MetalSd,MetalSd,BrkFace,168.0,3,3,CBlock,3,3,1,5,836.0,237.0,3,4,1073,0,1073,1,0,1,1,3,3,0,Attchd,2,515.0,2,0,6,WD ,156000,0,0,42
20,RL,15431,3,Lvl,Inside,NridgHt,1Fam,1Story,10,5,2008,Hip,VinylSd,VinylSd,Stone,200.0,5,3,PConc,5,3,4,6,1767.0,788.0,5,4,2402,0,2402,1,0,2,0,2,5,2,Attchd,3,672.0,2,0,4,WD ,555000,0,1,1
20,RL,11120,2,Lvl,CulDSac,Veenker,1Fam,1Story,6,6,1984,Gable,Plywood,Plywood,None,0.0,3,3,PConc,4,3,1,4,660.0,572.0,3,4,1232,0,1232,0,0,2,0,3,3,0,Attchd,1,516.0,2,0,6,WD ,162500,0,0,24
90,RL,9069,3,Lvl,Inside,SawyerW,Duplex,SFoyer,6,8,1993,Gable,HdBoard,HdBoard,None,0.0,4,4,PConc,4,3,3,2,261.0,0.0,4,4,1440,0,1440,2,0,2,0,2,4,0,Attchd,1,920.0,2,288,4,WD ,224500,0,0,13
20,RL,47280,2,Lvl,Inside,Gilbert,1Fam,1Story,6,5,1950,Hip,AsbShng,AsbShng,BrkFace,44.0,3,3,CBlock,3,3,1,1,0.0,1488.0,4,4,1488,0,1488,0,0,2,1,3,3,1,Attchd,2,738.0,2,0,7,WD ,133000,0,1,58
60,RL,7875,3,Lvl,Inside,Gilbert,1Fam,2Story,7,5,2003,Gable,VinylSd,VinylSd,None,0.0,4,3,PConc,4,3,1,1,0.0,783.0,5,4,807,702,1509,0,0,2,1,3,4,1,Attchd,3,393.0,2,0,7,WD ,180000,0,1,3
20,RL,6600,3,Lvl,Inside,Mitchel,1Fam,1Story,5,6,2005,Gable,HdBoard,Plywood,None,0.0,3,3,CBlock,3,3,1,6,638.0,207.0,4,4,845,0,845,0,0,1,0,3,4,0,Attchd,1,264.0,2,0,7,WD ,134500,0,0,26
60,RL,13682,1,HLS,CulDSac,StoneBr,1Fam,2Story,10,5,2006,Hip,VinylSd,VinylSd,BrkFace,1031.0,5,3,PConc,5,3,4,1,0.0,1410.0,5,4,1426,1519,2945,0,0,3,1,3,4,1,BuiltIn,3,641.0,2,192,10,New,438780,0,1,0
80,RL,9150,2,Lvl,Corner,NAmes,1Fam,SLvl,6,5,1962,Gable,Plywood,Plywood,BrkFace,305.0,3,3,CBlock,4,3,4,6,371.0,728.0,4,4,1431,0,1431,0,1,1,0,3,3,1,Basment,2,296.0,2,64,12,WD ,165000,0,1,46
20,RL,7150,3,Lvl,Inside,NAmes,1Fam,1Story,5,5,1967,Gable,HdBoard,HdBoard,BrkFace,60.0,3,3,CBlock,3,3,1,4,432.0,460.0,3,4,892,0,892,0,0,1,0,3,3,0,Attchd,2,288.0,2,0,7,WD ,100000,0,0,42
20,RL,12285,2,Lvl,Inside,NAmes,1Fam,1Story,7,6,1960,Gable,Plywood,Plywood,BrkFace,128.0,3,3,CBlock,3,3,1,4,544.0,785.0,4,4,1329,0,1329,0,0,1,1,3,3,2,Attchd,1,441.0,2,0,8,WD ,176000,0,1,49
20,RL,17920,3,Lvl,Inside,Sawyer,1Fam,1Story,5,4,1974,Hip,Wd Sdng,Plywood,None,0.0,3,3,CBlock,3,3,2,5,306.0,372.0,3,4,1779,0,1779,1,0,1,1,3,3,1,Attchd,1,454.0,2,0,7,WD ,170000,0,1,51
120,RL,3684,3,Lvl,Inside,Blmngtn,TwnhsE,1Story,7,5,2007,Hip,VinylSd,VinylSd,BrkFace,130.0,4,3,PConc,4,3,1,1,0.0,1373.0,5,4,1555,0,1555,0,0,2,0,2,4,1,Attchd,3,660.0,2,143,6,WD ,174000,0,1,2
50,RM,7006,3,Lvl,Inside,IDOTRR,1Fam,1.5Fin,6,6,1950,Gable,Stucco,Stucco,None,0.0,3,3,PConc,3,3,1,3,121.0,647.0,3,4,788,448,1236,1,0,2,0,3,3,1,Detchd,1,384.0,2,0,8,WD ,127000,0,0,83
60,RL,8390,2,Lvl,Inside,Gilbert,1Fam,2Story,7,5,1999,Gable,VinylSd,VinylSd,None,0.0,3,3,PConc,4,3,1,1,0.0,831.0,5,4,873,778,1651,0,0,2,1,3,3,1,BuiltIn,3,450.0,2,0,5,WD ,185900,0,1,9
30,RM,5784,3,Lvl,Inside,OldTown,1Fam,1Story,5,8,1996,Gable,MetalSd,MetalSd,None,0.0,3,3,BrkTil,2,3,1,1,0.0,190.0,4,3,886,0,886,0,0,1,0,2,3,0,Attchd,1,273.0,2,144,12,WD ,91300,0,1,71
